sort_order	statement_type	report_area	section_l1	section_l2	section_l3	section_l4	account_code	account_name	parent_code	parent_name	row_type	normal_balance	report_sign	is_leaf_for_calculation	formula_or_rule	notes
3220	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Alte încasări operaționale		706	Încasări din Venituri din redevențe, locații de gestiune și chirii			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 706	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3230	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Alte încasări operaționale		473	Încasări din Decontări din operațiuni în curs de clarificare			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 473	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3240	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din Vânzări nete (fără discounturi)						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3250	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din Vânzări nete (fără discounturi)		419	Încasări avansuri (Clienți - creditori)			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 419	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3260	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din Vânzări nete (fără discounturi)		411	Încasări din Clienți			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 411	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3270	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din Vânzări nete (fără discounturi)		267	Încasări din Creanțe imobilizate			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 267	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3280	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din regularizări cu furnizorii						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3290	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din regularizări cu furnizorii		462	Încasări din Creditori diverși			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 462	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3300	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din regularizări cu furnizorii		401	Încasări din Furnizori			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 401	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3310	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din regularizări cu furnizorii		409	Încasări din Furnizori - debitori			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 409	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3320	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea operațională	Încasări din regularizări cu furnizorii		408	Încasări din Furnizori - facturi nesosite			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 408	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3330	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară							REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3340	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din Datorii pe termen lung						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3350	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din Datorii pe termen lung		162	Încasări din Credite bancare pe termen lung			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 162	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3360	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din alte activități de natură financiară						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3370	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din alte activități de natură financiară		765	Încasări din Venituri din diferențe de curs valutar			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 765	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3380	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din alte activități de natură financiară		766	Încasări din Venituri din dobânzi			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 766	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3390	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din alte activități de natură financiară		5081	Încasări din lichidări depozite și alte investiții pe termen scurt			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 5081	Mapare la 508/5081, în funcție de nivelul contului din balanță.
3400	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din atragerea de datorii financiare pe termen scurt						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3410	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din atragerea de datorii financiare pe termen scurt		519	Încasări din Credite bancare pe termen scurt			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 519	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3420	Cash Flow	Încasări	Încasări totale	Încasări din Activitatea financiară	Încasări din atragerea de datorii financiare pe termen scurt		5081	Încasări din lichidări depozite și alte investiții pe termen scurt			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 5081	Linie prezentă în raport; folosește reguli de segmentare pentru a evita dublarea cu aceeași linie din alte activități financiare.
3430	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite							REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3440	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări nete din Viramente în curs						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3450	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări nete din Viramente în curs	Viramente interne în curs - valoare netă					CALCULATED		calculated	FALSE	Încasări din viramente interne - plăți pentru viramente interne	
3460	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări nete din Viramente în curs	Viramente interne în curs - valoare netă	CF_TRANSFER_OUT	Plăți pentru Viramente interne		Viramente interne în curs - valoare netă	INTERNAL_ANALYTIC	Credit	-	TRUE	Transfer intern între conturi de numerar; se netează contra încasărilor interne	Nu este cont contabil standard; linie tehnică de cash flow.
3470	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări nete din Viramente în curs	Viramente interne în curs - valoare netă	CF_TRANSFER_IN	Încasări din Viramente interne		Viramente interne în curs - valoare netă	INTERNAL_ANALYTIC	Debit	+	TRUE	Transfer intern între conturi de numerar; se netează contra plăților interne	Nu este cont contabil standard; linie tehnică de cash flow.
3480	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări din scurtături reziduale						REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
3490	Cash Flow	Încasări	Încasări totale	Încasări neobișnuite	Încasări din scurtături reziduale		758	Încasări din Alte venituri din exploatare			ACCOUNT_LEAF	Debit	+	TRUE	Încasare: rulaj debitor în conturile de numerar cu contrapartidă cont/prefix 758	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3500	Cash Flow	Plăți	Plăți totale								CALCULATED		calculated	FALSE	Total plăți operaționale + financiare + investiționale + neobișnuite	
3510	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3520	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3530	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați					REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3540	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați	425	Plăți pentru Avansuri acordate personalului			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 425	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3550	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați	421	Plăți pentru Personal - salarii datorate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 421	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3560	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați	428	Plăți pentru Alte datorii și creanțe în legătură cu personalul			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 428	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3570	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați	423	Plăți pentru Personal - ajutoare materiale datorate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 423	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3580	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți nete către angajați	427	Plăți pentru Rețineri din salarii datorate terților			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 427	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3590	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat					REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3600	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat	431	Plăți pentru Asigurări sociale			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 431	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3610	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat	645	Plăți pentru Cheltuieli privind asigurările și protecția socială			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 645	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3620	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat	444	Plăți pentru Impozitul pe veniturile de natura salariilor			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 444	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3630	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat	437	Plăți pentru Ajutor de șomaj			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 437	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3640	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți salariale totale	Plăți taxe salariale către stat	436	Plăți pentru Contribuția asiguratorie pentru muncă			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 436	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3650	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți din regularizări cu clienții						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3660	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți din regularizări cu clienții		419	Plăți pentru Clienți - creditori			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 419	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3670	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți din regularizări cu clienții		267	Plăți pentru Creanțe imobilizate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 267	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3680	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3690	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		627	Plăți pentru Cheltuieli cu serviciile bancare și asimilate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 627	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3700	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		623	Plăți pentru Cheltuieli de protocol, reclamă și publicitate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 623	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3710	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		613	Plăți pentru Cheltuieli cu primele de asigurare			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 613	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3720	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		604	Plăți pentru Cheltuieli privind materialele nestocate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 604	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3730	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		635	Plăți pentru Cheltuieli cu alte impozite, taxe și vărsăminte asimilate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 635	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3740	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		628	Plăți pentru Alte cheltuieli cu serviciile executate de terți			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 628	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3750	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		626	Plăți pentru Cheltuieli poștale și taxe de telecomunicații			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 626	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3760	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		612	Plăți pentru Cheltuieli cu redevențele, locațiile de gestiune și chiriile			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 612	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3770	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		624	Plăți pentru Cheltuieli cu transportul de bunuri și personal			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 624	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3780	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Alte plăți operaționale		625	Plăți pentru Cheltuieli cu deplasări, detașări și transferări			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 625	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3790	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3800	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori		403	Plăți pentru Efecte de plătit			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 403	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3810	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori		462	Plăți pentru Creditori diverși			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 462	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3820	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori		401	Plăți pentru Furnizori			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 401	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3830	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori		409	Plăți pentru Furnizori - debitori			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 409	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3840	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea operațională	Plăți către furnizori		408	Plăți pentru Furnizori - facturi nesosite			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 408	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3850	Cash Flow	Plăți	Plăți totale	Plăți impozite și taxe non-salariale							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3860	Cash Flow	Plăți	Plăți totale	Plăți impozite și taxe non-salariale			448	Plăți pentru Alte datorii și creanțe cu bugetul statului			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 448	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3870	Cash Flow	Plăți	Plăți totale	Plăți impozite și taxe non-salariale			446	Plăți pentru Alte impozite, taxe și vărsăminte asimilate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 446	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3880	Cash Flow	Plăți	Plăți totale	Plăți impozite și taxe non-salariale			447	Plăți pentru Fonduri speciale - taxe și vărsăminte asimilate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 447	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3890	Cash Flow	Plăți	Plăți totale	Plăți impozite și taxe non-salariale			442	Plăți pentru Taxa pe valoarea adăugată			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 442	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3900	Cash Flow	Plăți	Plăți totale	Plăți totale aferente impozitului pe profit							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3910	Cash Flow	Plăți	Plăți totale	Plăți totale aferente impozitului pe profit			441	Plăți din Impozitul pe profit / venit			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 441	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3920	Cash Flow	Plăți	Plăți totale	Plăți pentru operațiuni de trezorerie							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3930	Cash Flow	Plăți	Plăți totale	Plăți pentru operațiuni de trezorerie			542	Plăți pentru Avansuri de trezorerie			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 542	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3940	Cash Flow	Plăți	Plăți totale	Plăți pentru operațiuni de trezorerie			473	Plăți pentru Decontări din operațiuni în curs de clarificare			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 473	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3950	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea financiară							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3960	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea financiară	Plăți pentru rambursare Datorii pe termen lung						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
3970	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea financiară	Plăți pentru rambursare Datorii pe termen lung		162	Plăți pentru Credite bancare pe termen lung			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 162	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3980	Cash Flow	Plăți	Plăți totale	Plăți pentru Activitatea financiară	Plăți pentru rambursare Datorii pe termen lung		167	Plăți pentru Alte împrumuturi și datorii asimilate			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 167	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
3990	Cash Flow	Plăți	Plăți totale	Plăți în legătură cu datoriile financiare pe termen scurt							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4000	Cash Flow	Plăți	Plăți totale	Plăți în legătură cu datoriile financiare pe termen scurt			519	Plăți pentru Credite bancare pe termen scurt			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 519	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4010	Cash Flow	Plăți	Plăți totale	Plăți aferente activității investiționale							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4020	Cash Flow	Plăți	Plăți totale	Plăți aferente activității investiționale	Plăți pentru valorificarea activelor corporale						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4030	Cash Flow	Plăți	Plăți totale	Plăți aferente activității investiționale	Plăți pentru valorificarea activelor corporale		404	Plăți pentru Furnizori de imobilizări			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 404	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4040	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite							REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4050	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți nete din Viramente în curs						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4060	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți nete din Viramente în curs	Viramente interne în curs - valoare netă					CALCULATED		calculated	FALSE	Plăți pentru viramente interne - încasări din viramente interne	
4070	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți nete din Viramente în curs	Viramente interne în curs - valoare netă	CF_TRANSFER_OUT	Plăți pentru Viramente interne		Viramente interne în curs - valoare netă	INTERNAL_ANALYTIC	Credit	-	TRUE	Transfer intern între conturi de numerar; se netează contra încasărilor interne	Nu este cont contabil standard; linie tehnică de cash flow.
4080	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți nete din Viramente în curs	Viramente interne în curs - valoare netă	CF_TRANSFER_IN	Încasări din Viramente interne		Viramente interne în curs - valoare netă	INTERNAL_ANALYTIC	Debit	+	TRUE	Transfer intern între conturi de numerar; se netează contra plăților interne	Nu este cont contabil standard; linie tehnică de cash flow.
4090	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți din scurtături reziduale						REPORT_GROUP	Credit	-	FALSE	Sumă rânduri copil	
4100	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți din scurtături reziduale		665	Plăți pentru Cheltuieli din diferențe de curs valutar			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 665	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4110	Cash Flow	Plăți	Plăți totale	Plăți neobișnuite	Plăți din scurtături reziduale		658	Plăți pentru Alte cheltuieli de exploatare			ACCOUNT_LEAF	Credit	-	TRUE	Plată: rulaj creditor în conturile de numerar cu contrapartidă cont/prefix 658	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4200	Cash Flow	Sold numerar	Sold numerar la final perioada								CALCULATED		calculated	FALSE	Sold numerar la început + încasări totale - plăți totale; reconciliere cu sold final 5121 + 5124 + 5311 + 5314	
4210	Cash Flow	Sold numerar	Sold numerar la final perioada	Conturi la bănci							REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
4220	Cash Flow	Sold numerar	Sold numerar la final perioada	Conturi la bănci	Conturi curente la bănci (512)		512	Conturi curente la bănci		Conturi la bănci	ACCOUNT_GROUP	Debit	+	FALSE	Grup pentru 5121 și 5124	
4230	Cash Flow	Sold numerar	Sold numerar la final perioada	Conturi la bănci	Conturi curente la bănci (512)		5121	Conturi la bănci în lei	512	Conturi curente la bănci	ACCOUNT_LEAF	Debit	+	TRUE	Sold final cont 5121	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4240	Cash Flow	Sold numerar	Sold numerar la final perioada	Conturi la bănci	Conturi curente la bănci (512)		5124	Conturi la bănci în valută	512	Conturi curente la bănci	ACCOUNT_LEAF	Debit	+	TRUE	Sold final cont 5124	Pentru Cash Flow, codurile sintetice se pot trata ca prefix pentru toate analiticele aferente.
4250	Cash Flow	Sold numerar	Sold numerar la final perioada	Casa							REPORT_GROUP	Debit	+	FALSE	Sumă rânduri copil	
4260	Cash Flow	Sold numerar	Sold numerar la final perioada	Casa	Casa (531)		531	Casa		Casa	ACCOUNT_GROUP	Debit	+	FALSE	Grup pentru 5311 și 5314	
